phase,url,source_file,page_type,title,title_length,meta_description,description_length,canonical,robots_directives,lang,author,og_title,og_description,og_url,og_type,og_image,twitter_card,duplicate_title,duplicate_description,issues
baseline,https://python.robertdevore.com/course/page/3/,templates/page-course.html,course-pagination,Python Course Curriculum - Page 3 | Python Course,49,Continue the Python development curriculum on page 3 of 4.,58,https://python.robertdevore.com/course/page/3/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,Python Course Curriculum - Page 3,Continue the Python development curriculum on page 3 of 4.,https://python.robertdevore.com/course/page/3/,website,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
baseline,https://python.robertdevore.com/course/page/4/,templates/page-course.html,course-pagination,Python Course Curriculum - Page 4 | Python Course,49,Continue the Python development curriculum on page 4 of 4.,58,https://python.robertdevore.com/course/page/4/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,Python Course Curriculum - Page 4,Continue the Python development curriculum on page 4 of 4.,https://python.robertdevore.com/course/page/4/,website,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
baseline,https://python.robertdevore.com/course/python-setup-and-ides/,content/posts/python-setup-and-ides.md,lesson,1.1. Python Setup & IDEs | Python Course,40,"Welcome to your Python journey! Before we dive into writing code, we need to set up your development environment properly. Think of this as preparing your workspace—just like a carpenter…",187,https://python.robertdevore.com/course/python-setup-and-ides/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,1.1. Python Setup & IDEs,"Welcome to your Python journey! Before we dive into writing code, we need to set up your development environment properly. Think of this as preparing your workspace—just like a carpenter…",https://python.robertdevore.com/course/python-setup-and-ides/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
baseline,https://python.robertdevore.com/course/python-syntax-and-data-types/,content/posts/python-syntax-and-data-types.md,lesson,1.2. Syntax & Data Types | Python Course,40,"Master Python's basic building blocks—variables, data types, and simple operations—so you can start manipulating data with confidence.",134,https://python.robertdevore.com/course/python-syntax-and-data-types/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,1.2. Syntax & Data Types,"Master Python's basic building blocks—variables, data types, and simple operations—so you can start manipulating data with confidence.",https://python.robertdevore.com/course/python-syntax-and-data-types/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
baseline,https://python.robertdevore.com/course/syntax-and-data-types/,content/posts/syntax-and-data-types.md,lesson,"1.3. Control Flow (If, For, While) | Python Course",50,"Control flow is what makes your programs truly intelligent. Instead of just executing line by line from top to bottom, you'll learn to make your code make decisions, repeat actions, and…",186,https://python.robertdevore.com/course/syntax-and-data-types/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,"1.3. Control Flow (If, For, While)","Control flow is what makes your programs truly intelligent. Instead of just executing line by line from top to bottom, you'll learn to make your code make decisions, repeat actions, and…",https://python.robertdevore.com/course/syntax-and-data-types/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
baseline,https://python.robertdevore.com/course/virtual-environments-and-package-management/,content/posts/virtual-environments-and-package-management.md,lesson,2.3. Virtual Environments & Package Management | Python Course,62,"One of the most crucial skills for any Python developer is managing dependencies and isolating project environments. Without proper package management, you'll quickly run into conflicts…",186,https://python.robertdevore.com/course/virtual-environments-and-package-management/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,2.3. Virtual Environments & Package Management,"One of the most crucial skills for any Python developer is managing dependencies and isolating project environments. Without proper package management, you'll quickly run into conflicts…",https://python.robertdevore.com/course/virtual-environments-and-package-management/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
baseline,https://python.robertdevore.com/course/welcome-to-the-complete-python-development-course/,content/posts/welcome-to-the-complete-python-development-course.md,lesson,Welcome to the Complete Python Development Course | Python Course,65,Welcome to your comprehensive journey into Python programming! Whether you're taking your first steps into the world of coding or looking to elevate your existing Python skills to a…,182,https://python.robertdevore.com/course/welcome-to-the-complete-python-development-course/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,Welcome to the Complete Python Development Course,Welcome to your comprehensive journey into Python programming! Whether you're taking your first steps into the world of coding or looking to elevate your existing Python skills to a…,https://python.robertdevore.com/course/welcome-to-the-complete-python-development-course/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
baseline,https://python.robertdevore.com/,templates/page-home.html,home,Python Course,13,A complete path from Python beginner to professional developer.,63,https://python.robertdevore.com/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,Python Course,A complete path from Python beginner to professional developer.,https://python.robertdevore.com/,website,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/about/,content/pages/about.md,about,About This Site | Python Course,31,Learn about the complete Python development course and the Kujo SSG and SiteKit stack behind it.,96,https://python.robertdevore.com/about/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,About This Site,Learn about the complete Python development course and the Kujo SSG and SiteKit stack behind it.,https://python.robertdevore.com/about/,website,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/advanced-data-structures-and-algorithms/,content/posts/advanced-data-structures-and-algorithms.md,lesson,3.1. Advanced Data Structures & Algorithms | Python Course,58,Go beyond the basics with built-in and specialized data structures that make your code faster and more efficient for real-world tasks.,134,https://python.robertdevore.com/course/advanced-data-structures-and-algorithms/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,3.1. Advanced Data Structures & Algorithms,Go beyond the basics with built-in and specialized data structures that make your code faster and more efficient for real-world tasks.,https://python.robertdevore.com/course/advanced-data-structures-and-algorithms/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/basic-error-handling/,content/posts/basic-error-handling.md,lesson,1.5. Basic Error Handling | Python Course,41,"Prepare for inevitable mistakes - catch, handle, and recover from errors so your scripts don't just crash at the first sign of trouble.",135,https://python.robertdevore.com/course/basic-error-handling/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,1.5. Basic Error Handling,"Prepare for inevitable mistakes - catch, handle, and recover from errors so your scripts don't just crash at the first sign of trouble.",https://python.robertdevore.com/course/basic-error-handling/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/building-and-consuming-apis/,content/posts/building-and-consuming-apis.md,lesson,3.4. Building and Consuming APIs | Python Course,48,"Build and consume Python APIs with Flask, FastAPI, validation, authentication, async clients, documentation, testing, and deployment patterns.",142,https://python.robertdevore.com/course/building-and-consuming-apis/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,3.4. Building and Consuming APIs,"Build and consume Python APIs with Flask, FastAPI, validation, authentication, async clients, documentation, testing, and deployment patterns.",https://python.robertdevore.com/course/building-and-consuming-apis/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/chapter-1-beginner-python/,content/posts/chapter-1-beginner-python.md,lesson,Chapter 1: Beginner Python | Python Course,42,"Build a Python foundation through setup, syntax, data types, control flow, functions, modules, and practical error handling.",124,https://python.robertdevore.com/course/chapter-1-beginner-python/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,Chapter 1: Beginner Python,"Build a Python foundation through setup, syntax, data types, control flow, functions, modules, and practical error handling.",https://python.robertdevore.com/course/chapter-1-beginner-python/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/chapter-2-intermediate-python/,content/posts/chapter-2-intermediate-python.md,lesson,Chapter 2: Intermediate Python | Python Course,46,"Move from Python fundamentals to object-oriented design, file persistence, package management, robust exceptions, and automated testing.",136,https://python.robertdevore.com/course/chapter-2-intermediate-python/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,Chapter 2: Intermediate Python,"Move from Python fundamentals to object-oriented design, file persistence, package management, robust exceptions, and automated testing.",https://python.robertdevore.com/course/chapter-2-intermediate-python/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/chapter-3-advanced-python/,content/posts/chapter-3-advanced-python.md,lesson,Chapter 3. Advanced Python | Python Course,42,"For serious developers and those building production-grade applications. Focus: efficiency, scalability, and best practices.",124,https://python.robertdevore.com/course/chapter-3-advanced-python/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,Chapter 3. Advanced Python,"For serious developers and those building production-grade applications. Focus: efficiency, scalability, and best practices.",https://python.robertdevore.com/course/chapter-3-advanced-python/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/concurrency-and-parallelism/,content/posts/concurrency-and-parallelism.md,lesson,3.3. Concurrency & Parallelism | Python Course,46,"Learn when to use Python threading, multiprocessing, and asyncio, with practical patterns for I/O-bound and CPU-bound workloads.",128,https://python.robertdevore.com/course/concurrency-and-parallelism/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,3.3. Concurrency & Parallelism,"Learn when to use Python threading, multiprocessing, and asyncio, with practical patterns for I/O-bound and CPU-bound workloads.",https://python.robertdevore.com/course/concurrency-and-parallelism/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/course-conclusion-from-python-novice-to-professional-developer/,content/posts/course-conclusion-from-python-novice-to-professional-developer.md,lesson,Course Conclusion: From Python Novice to Professional Developer | Python Course,79,"Review the skills covered across the course and plan practical next steps for building, testing, packaging, and sharing Python projects.",136,https://python.robertdevore.com/course/course-conclusion-from-python-novice-to-professional-developer/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,Course Conclusion: From Python Novice to Professional Developer,"Review the skills covered across the course and plan practical next steps for building, testing, packaging, and sharing Python projects.",https://python.robertdevore.com/course/course-conclusion-from-python-novice-to-professional-developer/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/exceptions-and-robust-error-handling/,content/posts/exceptions-and-robust-error-handling.md,lesson,2.4. Exceptions & Robust Error Handling | Python Course,55,Learn to catch and handle errors cleanly so your code doesn't crash--and users see helpful messages instead of tracebacks.,122,https://python.robertdevore.com/course/exceptions-and-robust-error-handling/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,2.4. Exceptions & Robust Error Handling,Learn to catch and handle errors cleanly so your code doesn't crash--and users see helpful messages instead of tracebacks.,https://python.robertdevore.com/course/exceptions-and-robust-error-handling/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/file-io-and-data-persistence/,content/posts/file-io-and-data-persistence.md,lesson,2.2. File I/O & Data Persistence | Python Course,48,"Learn to read from and write to files, handle different formats, and make your programs interact with real data that survives after your script ends.",149,https://python.robertdevore.com/course/file-io-and-data-persistence/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,2.2. File I/O & Data Persistence,"Learn to read from and write to files, handle different formats, and make your programs interact with real data that survives after your script ends.",https://python.robertdevore.com/course/file-io-and-data-persistence/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/functions-and-modules/,content/posts/functions-and-modules.md,lesson,1.4. Functions & Modules | Python Course,40,"Organize your code into reusable chunks, make it more readable, and start building real programs by leveraging Python's modular design.",135,https://python.robertdevore.com/course/functions-and-modules/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,1.4. Functions & Modules,"Organize your code into reusable chunks, make it more readable, and start building real programs by leveraging Python's modular design.",https://python.robertdevore.com/course/functions-and-modules/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/generators-decorators-and-context-managers/,content/posts/generators-decorators-and-context-managers.md,lesson,"3.2. Generators, Decorators and Context Managers | Python Course",64,"Learn how Python generators, decorators, and context managers support lazy data processing, reusable behavior, and reliable resource cleanup.",141,https://python.robertdevore.com/course/generators-decorators-and-context-managers/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,"3.2. Generators, Decorators and Context Managers","Learn how Python generators, decorators, and context managers support lazy data processing, reusable behavior, and reliable resource cleanup.",https://python.robertdevore.com/course/generators-decorators-and-context-managers/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/,templates/page-course.html,course-collection,Python Course Curriculum | Python Course,40,"Browse all Python lessons from beginner fundamentals through testing, APIs, concurrency, and professional package distribution.",127,https://python.robertdevore.com/course/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,Python Course Curriculum,"Browse all Python lessons from beginner fundamentals through testing, APIs, concurrency, and professional package distribution.",https://python.robertdevore.com/course/,website,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/introduction-to-testing/,content/posts/introduction-to-testing.md,lesson,2.5. Introduction to Testing | Python Course,44,"Get started with writing and running tests so your code stays reliable, refactor-safe, and bug-free as it grows.",112,https://python.robertdevore.com/course/introduction-to-testing/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,2.5. Introduction to Testing,"Get started with writing and running tests so your code stays reliable, refactor-safe, and bug-free as it grows.",https://python.robertdevore.com/course/introduction-to-testing/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/object-oriented-programming/,content/posts/object-oriented-programming.md,lesson,2.1. Object-Oriented Programming (OOP) | Python Course,54,"Learn Python object-oriented programming through classes, encapsulation, inheritance, composition, polymorphism, and practical design patterns.",143,https://python.robertdevore.com/course/object-oriented-programming/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,2.1. Object-Oriented Programming (OOP),"Learn Python object-oriented programming through classes, encapsulation, inheritance, composition, polymorphism, and practical design patterns.",https://python.robertdevore.com/course/object-oriented-programming/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/packaging-distribution-and-best-practices/,content/posts/packaging-distribution-and-best-practices.md,lesson,"3.5. Packaging, Distribution, and Best Practices | Python Course",64,"Package, test, document, and publish reusable Python projects with pyproject.toml, build tools, PyPI, CI, linting, and type checks.",131,https://python.robertdevore.com/course/packaging-distribution-and-best-practices/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,"3.5. Packaging, Distribution, and Best Practices","Package, test, document, and publish reusable Python projects with pyproject.toml, build tools, PyPI, CI, linting, and type checks.",https://python.robertdevore.com/course/packaging-distribution-and-best-practices/,article,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/page/2/,templates/page-course.html,course-pagination,Python Course Curriculum - Page 2 | Python Course,49,Continue the Python development curriculum on page 2 of 4.,58,https://python.robertdevore.com/course/page/2/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,Python Course Curriculum - Page 2,Continue the Python development curriculum on page 2 of 4.,https://python.robertdevore.com/course/page/2/,website,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
after,https://python.robertdevore.com/course/page/3/,templates/page-course.html,course-pagination,Python Course Curriculum - Page 3 | Python Course,49,Continue the Python development curriculum on page 3 of 4.,58,https://python.robertdevore.com/course/page/3/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",en,Robert DeVore,Python Course Curriculum - Page 3,Continue the Python development curriculum on page 3 of 4.,https://python.robertdevore.com/course/page/3/,website,https://python.robertdevore.com/assets/images/python-course-social.png,summary_large_image,false,false,
